antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'math_cat_χαμηλό', 'lunch_free/reduced'})","frozenset({'writing_cat_χαμηλό', 'gender_female'})",0.182,0.1,0.063,0.34615384615384615,3.4615384615384612,1.0,0.0448,1.3764705882352941,0.8693289866883999,0.2876712328767123,0.2735042735042735,0.4880769230769231
frozenset({'math_cat_υψηλό'}),"frozenset({'test preparation course_completed', 'writing_cat_υψηλό', 'lunch_standard'})",0.176,0.087,0.053,0.30113636363636365,3.4613375130616513,1.0,0.037688,1.3064065040650408,0.8629785675032057,0.2523809523809524,0.23454147167181122,0.4551658829676071
"frozenset({'test preparation course_completed', 'writing_cat_υψηλό', 'lunch_standard'})",frozenset({'math_cat_υψηλό'}),0.087,0.176,0.053,0.6091954022988506,3.4613375130616513,1.0,0.037688,2.1084705882352943,0.7788546983818636,0.2523809523809524,0.5257225756054011,0.4551658829676071
frozenset({'reading_cat_χαμηλό'}),"frozenset({'math_cat_χαμηλό', 'gender_male', 'lunch_standard'})",0.275,0.062,0.059,0.2145454545454545,3.4604105571847503,1.0,0.041949999999999994,1.1942129629629628,0.9807130333138515,0.2122302158273381,0.1626284163597596,0.5830791788856304
frozenset({'reading_cat_χαμηλό'}),"frozenset({'math_cat_χαμηλό', 'gender_male', 'writing_cat_χαμηλό', 'lunch_standard'})",0.275,0.062,0.059,0.2145454545454545,3.4604105571847503,1.0,0.041949999999999994,1.1942129629629628,0.9807130333138515,0.2122302158273381,0.1626284163597596,0.5830791788856304
"frozenset({'math_cat_χαμηλό', 'gender_male', 'writing_cat_χαμηλό', 'lunch_standard'})",frozenset({'reading_cat_χαμηλό'}),0.062,0.275,0.059,0.9516129032258064,3.4604105571847503,1.0,0.041949999999999994,14.983333333333311,0.7580138050666763,0.2122302158273381,0.9332591768631812,0.5830791788856304
"frozenset({'math_cat_χαμηλό', 'gender_male', 'lunch_standard'})",frozenset({'reading_cat_χαμηλό'}),0.062,0.275,0.059,0.9516129032258064,3.4604105571847503,1.0,0.041949999999999994,14.983333333333311,0.7580138050666763,0.2122302158273381,0.9332591768631812,0.5830791788856304
"frozenset({'math_cat_χαμηλό', 'test preparation course_none'})","frozenset({'writing_cat_χαμηλό', 'gender_female'})",0.246,0.1,0.085,0.3455284552845529,3.4552845528455287,1.0,0.06040000000000001,1.3751552795031057,0.9424247152441879,0.32567049808429127,0.27280939476061433,0.5977642276422764
"frozenset({'writing_cat_χαμηλό', 'gender_female'})","frozenset({'math_cat_χαμηλό', 'test preparation course_none'})",0.1,0.246,0.085,0.85,3.4552845528455283,1.0,0.06040000000000001,5.0266666666666655,0.7895424836601307,0.32567049808429127,0.8010610079575596,0.5977642276422764
"frozenset({'lunch_free/reduced', 'reading_cat_χαμηλό'})","frozenset({'math_cat_χαμηλό', 'gender_male'})",0.139,0.134,0.064,0.46043165467625896,3.4360571244496936,1.0,0.045374,1.6049866666666668,0.8234247967479674,0.3062200956937799,0.376941864522239,0.4690217974873832
"frozenset({'math_cat_χαμηλό', 'gender_male'})","frozenset({'lunch_free/reduced', 'reading_cat_χαμηλό'})",0.134,0.139,0.064,0.47761194029850745,3.4360571244496936,1.0,0.045374,1.6482,0.8186706120092379,0.3062200956937799,0.39327751486470086,0.4690217974873832
"frozenset({'math_cat_υψηλό', 'lunch_standard'})","frozenset({'writing_cat_υψηλό', 'reading_cat_υψηλό'})",0.156,0.185,0.099,0.6346153846153847,3.430353430353431,1.0,0.07014000000000001,2.230526315789474,0.8394370242711475,0.40909090909090917,0.5516753185464843,0.58487525987526
"frozenset({'writing_cat_υψηλό', 'reading_cat_υψηλό'})","frozenset({'math_cat_υψηλό', 'lunch_standard'})",0.185,0.156,0.099,0.5351351351351352,3.430353430353431,1.0,0.07014000000000001,1.8155813953488376,0.8693065625580965,0.40909090909090917,0.4492122454207763,0.58487525987526
"frozenset({'writing_cat_χαμηλό', 'test preparation course_none', 'lunch_standard'})","frozenset({'gender_male', 'reading_cat_χαμηλό'})",0.122,0.177,0.074,0.6065573770491803,3.4268778364360473,1.0,0.052405999999999994,2.0917916666666665,0.806593609554885,0.3288888888888889,0.5219409198653467,0.512318236547189
"frozenset({'gender_male', 'reading_cat_χαμηλό'})","frozenset({'writing_cat_χαμηλό', 'test preparation course_none', 'lunch_standard'})",0.177,0.122,0.074,0.4180790960451977,3.426877836436047,1.0,0.052405999999999994,1.5087961165048542,0.8604971922104365,0.3288888888888889,0.33721992715853955,0.512318236547189
"frozenset({'math_cat_χαμηλό', 'gender_male'})","frozenset({'writing_cat_χαμηλό', 'test preparation course_none', 'reading_cat_χαμηλό'})",0.134,0.201,0.092,0.6865671641791045,3.4157570357169376,1.0,0.065066,2.549190476190476,0.8166733607791947,0.37860082304526743,0.6077186034782284,0.572139303482587
"frozenset({'writing_cat_χαμηλό', 'test preparation course_none', 'reading_cat_χαμηλό'})","frozenset({'math_cat_χαμηλό', 'gender_male'})",0.201,0.134,0.092,0.4577114427860696,3.415757035716937,1.0,0.065066,1.5969357798165136,0.8851553572400284,0.37860082304526743,0.37380074224719356,0.572139303482587
frozenset({'reading_cat_χαμηλό'}),"frozenset({'math_cat_χαμηλό', 'gender_male', 'writing_cat_χαμηλό'})",0.275,0.131,0.123,0.4472727272727272,3.4142956280360854,1.0,0.086975,1.572203947368421,0.9753294084664985,0.4346289752650176,0.36395020399623385,0.6931020124913254
"frozenset({'math_cat_χαμηλό', 'gender_male', 'writing_cat_χαμηλό'})",frozenset({'reading_cat_χαμηλό'}),0.131,0.275,0.123,0.9389312977099236,3.4142956280360854,1.0,0.086975,11.87187499999998,0.8137098056826368,0.4346289752650176,0.9157673071861014,0.6931020124913254
"frozenset({'math_cat_χαμηλό', 'gender_male', 'test preparation course_none', 'writing_cat_χαμηλό'})",frozenset({'reading_cat_χαμηλό'}),0.098,0.275,0.092,0.9387755102040816,3.413729128014842,1.0,0.06505,11.841666666666653,0.7838860503229538,0.32740213523131667,0.9155524278676987,0.636660482374768
frozenset({'reading_cat_χαμηλό'}),"frozenset({'math_cat_χαμηλό', 'gender_male', 'test preparation course_none', 'writing_cat_χαμηλό'})",0.275,0.098,0.092,0.33454545454545453,3.413729128014842,1.0,0.06505,1.3554644808743168,0.9752623688155923,0.32740213523131667,0.2622455150171336,0.636660482374768
"frozenset({'gender_male', 'reading_cat_χαμηλό'})","frozenset({'math_cat_χαμηλό', 'writing_cat_χαμηλό', 'lunch_standard'})",0.177,0.098,0.059,0.3333333333333333,3.401360544217687,1.0,0.041654,1.353,0.8578371810449574,0.2731481481481481,0.26090169992609014,0.4676870748299319
"frozenset({'math_cat_χαμηλό', 'writing_cat_χαμηλό', 'lunch_standard'})","frozenset({'gender_male', 'reading_cat_χαμηλό'})",0.098,0.177,0.059,0.6020408163265305,3.401360544217687,1.0,0.041654,2.0680512820512815,0.7827050997782704,0.2731481481481481,0.516452996751556,0.4676870748299319
"frozenset({'writing_cat_υψηλό', 'math_cat_μέτριο'})",frozenset({'reading_cat_υψηλό'}),0.094,0.235,0.075,0.7978723404255319,3.395201448619285,1.0,0.05291,3.784736842105263,0.7786607799852833,0.29527559055118113,0.735780837157558,0.5585106382978724
frozenset({'reading_cat_υψηλό'}),"frozenset({'writing_cat_υψηλό', 'math_cat_μέτριο'})",0.235,0.094,0.075,0.3191489361702128,3.395201448619285,1.0,0.05291,1.3306875,0.9221786492374728,0.29527559055118113,0.24850875956977128,0.5585106382978724
"frozenset({'parental level of education_high school', 'reading_cat_χαμηλό'})","frozenset({'math_cat_χαμηλό', 'writing_cat_χαμηλό'})",0.073,0.23,0.057,0.7808219178082193,3.3948779035139967,1.0,0.04021,3.5131250000000023,0.7609909347262439,0.23170731707317074,0.7153531400106744,0.5143240023823705
"frozenset({'math_cat_χαμηλό', 'writing_cat_χαμηλό'})","frozenset({'parental level of education_high school', 'reading_cat_χαμηλό'})",0.23,0.073,0.057,0.24782608695652172,3.394877903513996,1.0,0.04021,1.23242774566474,0.9161540214171793,0.23170731707317074,0.18859340556259085,0.5143240023823705
frozenset({'reading_cat_υψηλό'}),"frozenset({'writing_cat_υψηλό', 'math_cat_μέτριο', 'gender_female'})",0.235,0.089,0.071,0.3021276595744681,3.394692804207507,1.0,0.050085,1.3053963414634147,0.9221209610604806,0.2806324110671937,0.23394913235397155,0.549940234281616
"frozenset({'writing_cat_υψηλό', 'math_cat_μέτριο', 'gender_female'})",frozenset({'reading_cat_υψηλό'}),0.089,0.235,0.071,0.797752808988764,3.3946928042075064,1.0,0.050085,3.7824999999999993,0.774338677509624,0.2806324110671937,0.735624586913417,0.549940234281616
"frozenset({'math_cat_χαμηλό', 'test preparation course_none'})","frozenset({'writing_cat_χαμηλό', 'gender_female', 'reading_cat_χαμηλό'})",0.246,0.084,0.07,0.28455284552845533,3.387533875338754,1.0,0.049336000000000005,1.2803181818181821,0.9347480106100795,0.2692307692307693,0.21894415450704727,0.5589430894308943
"frozenset({'writing_cat_χαμηλό', 'gender_female', 'reading_cat_χαμηλό'})","frozenset({'math_cat_χαμηλό', 'test preparation course_none'})",0.084,0.246,0.07,0.8333333333333334,3.3875338753387534,1.0,0.049336000000000005,4.524000000000001,0.7694323144104803,0.2692307692307693,0.7789566755083996,0.5589430894308943
"frozenset({'math_cat_χαμηλό', 'gender_male', 'lunch_standard'})","frozenset({'writing_cat_χαμηλό', 'test preparation course_none'})",0.062,0.243,0.051,0.8225806451612903,3.38510553564317,1.0,0.035933999999999994,4.266727272727271,0.7511601655587609,0.20078740157480313,0.7656283291430519,0.5162285941855834
"frozenset({'writing_cat_χαμηλό', 'test preparation course_none'})","frozenset({'math_cat_χαμηλό', 'gender_male', 'lunch_standard'})",0.243,0.062,0.051,0.20987654320987653,3.38510553564317,1.0,0.035933999999999994,1.18715625,0.9307638511150828,0.20078740157480313,0.15765089894443127,0.5162285941855834
"frozenset({'math_cat_χαμηλό', 'gender_male', 'test preparation course_none'})",frozenset({'reading_cat_χαμηλό'}),0.099,0.275,0.092,0.9292929292929293,3.3792470156106518,1.0,0.064775,10.253571428571426,0.7814384982869275,0.326241134751773,0.9024730059212818,0.6319191919191919
frozenset({'reading_cat_χαμηλό'}),"frozenset({'math_cat_χαμηλό', 'gender_male', 'test preparation course_none'})",0.275,0.099,0.092,0.33454545454545453,3.3792470156106518,1.0,0.064775,1.3539617486338797,0.9711394302848576,0.326241134751773,0.26142669760871756,0.6319191919191919
"frozenset({'writing_cat_υψηλό', 'reading_cat_υψηλό'})",frozenset({'math_cat_υψηλό'}),0.185,0.176,0.11,0.5945945945945946,3.378378378378379,1.0,0.07744000000000001,2.0325333333333337,0.8638036809815952,0.43824701195219123,0.5080031487798479,0.6097972972972974
frozenset({'math_cat_υψηλό'}),"frozenset({'writing_cat_υψηλό', 'reading_cat_υψηλό'})",0.176,0.185,0.11,0.625,3.3783783783783785,1.0,0.07744000000000001,2.1733333333333333,0.8543689320388349,0.43824701195219123,0.5398773006134969,0.6097972972972974
"frozenset({'test preparation course_none', 'reading_cat_χαμηλό', 'lunch_standard'})","frozenset({'writing_cat_χαμηλό', 'gender_male'})",0.109,0.201,0.074,0.6788990825688073,3.377607375964215,1.0,0.052091,2.488314285714285,0.7900476233809568,0.3135593220338983,0.5981215050923746,0.5235291432744533
"frozenset({'writing_cat_χαμηλό', 'gender_male'})","frozenset({'test preparation course_none', 'reading_cat_χαμηλό', 'lunch_standard'})",0.201,0.109,0.074,0.36815920398009944,3.377607375964215,1.0,0.052091,1.4101653543307084,0.8810168115549843,0.3135593220338983,0.2908633041303024,0.5235291432744533
"frozenset({'writing_cat_χαμηλό', 'lunch_free/reduced'})","frozenset({'math_cat_χαμηλό', 'test preparation course_none', 'reading_cat_χαμηλό'})",0.156,0.169,0.089,0.5705128205128205,3.3758155059930206,1.0,0.062636,1.934865671641791,0.8338569678896641,0.37711864406779655,0.48316825573143257,0.5485700197238659
"frozenset({'math_cat_χαμηλό', 'test preparation course_none', 'reading_cat_χαμηλό'})","frozenset({'writing_cat_χαμηλό', 'lunch_free/reduced'})",0.169,0.156,0.089,0.5266272189349112,3.37581550599302,1.0,0.062636,1.7829499999999996,0.8469016617314998,0.37711864406779655,0.4391317759892312,0.5485700197238659
"frozenset({'math_cat_χαμηλό', 'reading_cat_χαμηλό'})","frozenset({'writing_cat_χαμηλό', 'lunch_free/reduced', 'test preparation course_none'})",0.218,0.121,0.089,0.40825688073394495,3.3740238077185536,1.0,0.062622,1.4854418604651163,0.8997672346906521,0.35600000000000004,0.3267996367849203,0.5718970354082948
"frozenset({'writing_cat_χαμηλό', 'lunch_free/reduced', 'test preparation course_none'})","frozenset({'math_cat_χαμηλό', 'reading_cat_χαμηλό'})",0.121,0.218,0.089,0.7355371900826446,3.374023807718553,1.0,0.062622,2.9569375,0.8004755148214903,0.35600000000000004,0.6618122635327937,0.5718970354082948
frozenset({'reading_cat_χαμηλό'}),"frozenset({'math_cat_χαμηλό', 'lunch_free/reduced', 'gender_male', 'writing_cat_χαμηλό'})",0.275,0.069,0.064,0.23272727272727273,3.372859025032938,1.0,0.045024999999999996,1.2133886255924171,0.9703663793103448,0.22857142857142856,0.17586173225270968,0.5801317523056653
"frozenset({'math_cat_χαμηλό', 'lunch_free/reduced', 'gender_male', 'writing_cat_χαμηλό'})",frozenset({'reading_cat_χαμηλό'}),0.069,0.275,0.064,0.9275362318840579,3.3728590250329376,1.0,0.045024999999999996,10.004999999999987,0.7556558807733619,0.22857142857142856,0.9000499750124936,0.5801317523056653
"frozenset({'writing_cat_χαμηλό', 'gender_male'})","frozenset({'reading_cat_χαμηλό', 'lunch_standard'})",0.201,0.136,0.092,0.4577114427860696,3.365525314603453,1.0,0.064664,1.593247706422018,0.8796865647276488,0.3755102040816326,0.3723512069283213,0.5670910155106819
"frozenset({'reading_cat_χαμηλό', 'lunch_standard'})","frozenset({'writing_cat_χαμηλό', 'gender_male'})",0.136,0.201,0.092,0.676470588235294,3.365525314603453,1.0,0.064664,2.4696363636363627,0.8135064412238325,0.3755102040816326,0.5950820879039976,0.5670910155106819
"frozenset({'race/ethnicity_group C', 'reading_cat_χαμηλό'})","frozenset({'writing_cat_χαμηλό', 'math_cat_χαμηλό'})",0.083,0.23,0.064,0.7710843373493975,3.3525405971712936,1.0,0.04491,3.3636842105263147,0.765233097055616,0.25702811244979923,0.7027069316225942,0.5246726034573075
"frozenset({'writing_cat_χαμηλό', 'math_cat_χαμηλό'})","frozenset({'race/ethnicity_group C', 'reading_cat_χαμηλό'})",0.23,0.083,0.064,0.2782608695652174,3.3525405971712936,1.0,0.04491,1.2705421686746987,0.9113230519480519,0.25702811244979923,0.2129344270067801,0.5246726034573075
"frozenset({'reading_cat_μέτριο', 'gender_female'})","frozenset({'math_cat_χαμηλό', 'writing_cat_μέτριο', 'test preparation course_none'})",0.261,0.063,0.055,0.210727969348659,3.3448884023596666,1.0,0.038557,1.1871699029126215,0.9486283675728872,0.20446096654275092,0.15766058628458804,0.541871921182266
"frozenset({'math_cat_χαμηλό', 'writing_cat_μέτριο', 'test preparation course_none'})","frozenset({'reading_cat_μέτριο', 'gender_female'})",0.063,0.261,0.055,0.873015873015873,3.3448884023596666,1.0,0.038557,5.819625,0.7481711458232269,0.20446096654275092,0.8281676224842666,0.541871921182266
frozenset({'reading_cat_χαμηλό'}),"frozenset({'math_cat_χαμηλό', 'gender_male'})",0.275,0.134,0.123,0.4472727272727272,3.3378561736770687,1.0,0.08614999999999999,1.5667763157894736,0.9660779366414354,0.43006993006993,0.36174679823640554,0.6825915875169606
"frozenset({'math_cat_χαμηλό', 'gender_male'})",frozenset({'reading_cat_χαμηλό'}),0.134,0.275,0.123,0.917910447761194,3.3378561736770687,1.0,0.08614999999999999,8.83181818181818,0.8087834919919636,0.43006993006993,0.8867730313947504,0.6825915875169606
"frozenset({'math_cat_χαμηλό', 'gender_male', 'reading_cat_χαμηλό'})","frozenset({'writing_cat_χαμηλό', 'lunch_free/reduced'})",0.123,0.156,0.064,0.5203252032520326,3.3354179695643116,1.0,0.044812000000000005,1.7595254237288136,0.7983893956670468,0.29767441860465116,0.4316649327630718,0.4652908067542214
"frozenset({'writing_cat_χαμηλό', 'lunch_free/reduced'})","frozenset({'math_cat_χαμηλό', 'gender_male', 'reading_cat_χαμηλό'})",0.156,0.123,0.064,0.41025641025641024,3.335417969564311,1.0,0.044812000000000005,1.487086956521739,0.8296060426540285,0.29767441860465116,0.32754436745314736,0.4652908067542214
"frozenset({'test preparation course_completed', 'writing_cat_υψηλό', 'reading_cat_υψηλό'})",frozenset({'math_cat_υψηλό'}),0.104,0.176,0.061,0.5865384615384616,3.3326048951048954,1.0,0.042696,1.9929302325581397,0.7811768149882903,0.27853881278538817,0.49822628827483195,0.4665646853146853
frozenset({'math_cat_υψηλό'}),"frozenset({'test preparation course_completed', 'writing_cat_υψηλό', 'reading_cat_υψηλό'})",0.176,0.104,0.061,0.3465909090909091,3.3326048951048954,1.0,0.042696,1.3712695652173914,0.849434983288238,0.27853881278538817,0.27074878246753253,0.4665646853146853
frozenset({'writing_cat_χαμηλό'}),"frozenset({'math_cat_χαμηλό', 'gender_male', 'lunch_standard'})",0.301,0.062,0.062,0.20598006644518274,3.322259136212625,1.0,0.043338,1.1813305439330544,1.0,0.20598006644518274,0.15349687254283875,0.6029900332225914
frozenset({'writing_cat_χαμηλό'}),"frozenset({'math_cat_χαμηλό', 'gender_male', 'reading_cat_χαμηλό', 'lunch_standard'})",0.301,0.059,0.059,0.19601328903654486,3.322259136212625,1.0,0.041241,1.170417355371901,1.0,0.19601328903654486,0.14560392033639197,0.5980066445182725
"frozenset({'math_cat_χαμηλό', 'lunch_free/reduced', 'gender_male', 'reading_cat_χαμηλό'})",frozenset({'writing_cat_χαμηλό'}),0.064,0.301,0.064,1.0,3.3222591362126246,1.0,0.044736,inf,0.7467948717948718,0.21262458471760798,1.0,0.606312292358804
"frozenset({'math_cat_χαμηλό', 'gender_male', 'test preparation course_none', 'lunch_standard'})",frozenset({'writing_cat_χαμηλό'}),0.051,0.301,0.051,1.0,3.3222591362126246,1.0,0.035649,inf,0.7365648050579557,0.16943521594684385,1.0,0.584717607973422
frozenset({'writing_cat_χαμηλό'}),"frozenset({'math_cat_χαμηλό', 'gender_male', 'reading_cat_χαμηλό'})",0.301,0.123,0.123,0.40863787375415284,3.3222591362126246,1.0,0.085977,1.4830168539325843,0.9999999999999999,0.40863787375415284,0.32569882982229514,0.7043189368770764
frozenset({'writing_cat_χαμηλό'}),"frozenset({'math_cat_χαμηλό', 'gender_male', 'test preparation course_none', 'reading_cat_χαμηλό'})",0.301,0.092,0.092,0.30564784053156147,3.3222591362126246,1.0,0.064308,1.3076937799043062,1.0,0.3056478405315614,0.2352949785589884,0.6528239202657807
frozenset({'writing_cat_χαμηλό'}),"frozenset({'math_cat_χαμηλό', 'lunch_free/reduced', 'gender_male', 'reading_cat_χαμηλό'})",0.301,0.064,0.064,0.21262458471760798,3.3222591362126246,1.0,0.044736,1.188759493670886,0.9999999999999999,0.21262458471760798,0.1587869494846239,0.606312292358804
"frozenset({'math_cat_χαμηλό', 'gender_male', 'reading_cat_χαμηλό'})",frozenset({'writing_cat_χαμηλό'}),0.123,0.301,0.123,1.0,3.3222591362126246,1.0,0.085977,inf,0.7970353477765109,0.40863787375415284,1.0,0.7043189368770764
frozenset({'writing_cat_χαμηλό'}),"frozenset({'math_cat_χαμηλό', 'gender_male', 'test preparation course_none', 'lunch_standard'})",0.301,0.051,0.051,0.16943521594684385,3.3222591362126246,1.0,0.035649,1.142596,1.0,0.16943521594684385,0.12480001680383969,0.584717607973422
"frozenset({'math_cat_χαμηλό', 'gender_male', 'lunch_standard'})",frozenset({'writing_cat_χαμηλό'}),0.062,0.301,0.062,1.0,3.3222591362126246,1.0,0.043338,inf,0.7452025586353945,0.20598006644518274,1.0,0.6029900332225914
"frozenset({'math_cat_χαμηλό', 'gender_male', 'reading_cat_χαμηλό', 'lunch_standard'})",frozenset({'writing_cat_χαμηλό'}),0.059,0.301,0.059,1.0,3.3222591362126246,1.0,0.041241,inf,0.742826780021254,0.19601328903654486,1.0,0.5980066445182725
"frozenset({'math_cat_χαμηλό', 'gender_male', 'test preparation course_none', 'reading_cat_χαμηλό'})",frozenset({'writing_cat_χαμηλό'}),0.092,0.301,0.092,1.0,3.3222591362126246,1.0,0.064308,inf,0.7698237885462555,0.3056478405315614,1.0,0.6528239202657807
"frozenset({'test preparation course_none', 'reading_cat_χαμηλό'})","frozenset({'writing_cat_χαμηλό', 'gender_female'})",0.214,0.1,0.071,0.3317757009345794,3.317757009345794,1.0,0.04959999999999999,1.3468531468531468,0.888793319714726,0.29218106995884774,0.2575285565939771,0.5208878504672896
"frozenset({'writing_cat_χαμηλό', 'gender_female'})","frozenset({'test preparation course_none', 'reading_cat_χαμηλό'})",0.1,0.214,0.071,0.7099999999999999,3.3177570093457938,1.0,0.04959999999999999,2.7103448275862054,0.7762128325508606,0.29218106995884774,0.6310432569974553,0.5208878504672896
"frozenset({'math_cat_χαμηλό', 'gender_male', 'writing_cat_χαμηλό'})","frozenset({'reading_cat_χαμηλό', 'lunch_standard'})",0.131,0.136,0.059,0.45038167938931295,3.3116299955096538,1.0,0.041184,1.5719999999999998,0.8032611027676464,0.2836538461538461,0.3638676844783715,0.44210260440053883
"frozenset({'reading_cat_χαμηλό', 'lunch_standard'})","frozenset({'math_cat_χαμηλό', 'gender_male', 'writing_cat_χαμηλό'})",0.136,0.131,0.059,0.43382352941176466,3.3116299955096538,1.0,0.041184,1.534857142857143,0.8079096045197741,0.2836538461538461,0.34847356664184653,0.44210260440053883
"frozenset({'math_cat_χαμηλό', 'gender_male', 'reading_cat_χαμηλό'})","frozenset({'writing_cat_χαμηλό', 'lunch_standard'})",0.123,0.145,0.059,0.4796747967479675,3.308102046537707,1.0,0.04116499999999999,1.643203125,0.795566550064743,0.2822966507177033,0.3914325108163363,0.4432856742360527
"frozenset({'writing_cat_χαμηλό', 'lunch_standard'})","frozenset({'math_cat_χαμηλό', 'gender_male', 'reading_cat_χαμηλό'})",0.145,0.123,0.059,0.4068965517241379,3.3081020465377065,1.0,0.04116499999999999,1.4786627906976741,0.816037268312023,0.2822966507177033,0.3237132858884127,0.4432856742360527
"frozenset({'math_cat_χαμηλό', 'lunch_free/reduced'})","frozenset({'gender_female', 'reading_cat_χαμηλό'})",0.182,0.098,0.059,0.3241758241758242,3.3079165732226956,1.0,0.04116399999999999,1.3346666666666667,0.8529277692594587,0.26696832579185514,0.25074925074925075,0.4631083202511773
"frozenset({'gender_female', 'reading_cat_χαμηλό'})","frozenset({'math_cat_χαμηλό', 'lunch_free/reduced'})",0.098,0.182,0.059,0.6020408163265305,3.307916573222695,1.0,0.04116399999999999,2.055487179487179,0.7734976887519259,0.26696832579185514,0.5134973304725311,0.4631083202511773
"frozenset({'writing_cat_χαμηλό', 'lunch_free/reduced', 'math_cat_χαμηλό'})",frozenset({'reading_cat_χαμηλό'}),0.132,0.275,0.12,0.9090909090909091,3.305785123966942,1.0,0.0837,7.974999999999997,0.8035714285714286,0.41811846689895465,0.8746081504702193,0.6727272727272726
frozenset({'reading_cat_χαμηλό'}),"frozenset({'writing_cat_χαμηλό', 'lunch_free/reduced', 'math_cat_χαμηλό'})",0.275,0.132,0.12,0.4363636363636363,3.3057851239669414,1.0,0.0837,1.5399999999999998,0.9620689655172414,0.41811846689895465,0.35064935064935054,0.6727272727272726
"frozenset({'math_cat_χαμηλό', 'gender_female', 'writing_cat_χαμηλό'})","frozenset({'test preparation course_none', 'reading_cat_χαμηλό'})",0.099,0.214,0.07,0.7070707070707071,3.3040687246294724,1.0,0.04881400000000001,2.683241379310345,0.7739654352306962,0.2880658436213992,0.627316421209551,0.5170867554045124
"frozenset({'test preparation course_none', 'reading_cat_χαμηλό'})","frozenset({'math_cat_χαμηλό', 'gender_female', 'writing_cat_χαμηλό'})",0.214,0.099,0.07,0.3271028037383178,3.3040687246294724,1.0,0.04881400000000001,1.3389861111111112,0.8872046528535079,0.2880658436213992,0.25316626386050806,0.5170867554045124
frozenset({'reading_cat_χαμηλό'}),"frozenset({'math_cat_χαμηλό', 'lunch_free/reduced', 'test preparation course_none', 'writing_cat_χαμηλό'})",0.275,0.098,0.089,0.3236363636363636,3.302411873840445,1.0,0.062049999999999994,1.3336021505376343,0.9616427741185586,0.3133802816901408,0.2501511791977424,0.615899814471243
"frozenset({'math_cat_χαμηλό', 'lunch_free/reduced', 'test preparation course_none', 'writing_cat_χαμηλό'})",frozenset({'reading_cat_χαμηλό'}),0.098,0.275,0.089,0.9081632653061223,3.3024118738404447,1.0,0.062049999999999994,7.894444444444435,0.7729390368469568,0.3133802816901408,0.873328641801548,0.615899814471243
"frozenset({'math_cat_χαμηλό', 'gender_male'})","frozenset({'writing_cat_χαμηλό', 'lunch_free/reduced'})",0.134,0.156,0.069,0.5149253731343284,3.3008036739380024,1.0,0.048096,1.7399384615384617,0.8049000903705191,0.31221719457013575,0.4252670297800099,0.47861653272101035
"frozenset({'writing_cat_χαμηλό', 'lunch_free/reduced'})","frozenset({'math_cat_χαμηλό', 'gender_male'})",0.156,0.134,0.069,0.44230769230769235,3.3008036739380024,1.0,0.048096,1.5528275862068965,0.8258808984133525,0.31221719457013575,0.35601350151003736,0.47861653272101035
"frozenset({'writing_cat_χαμηλό', 'math_cat_χαμηλό'})","frozenset({'test preparation course_none', 'reading_cat_χαμηλό'})",0.23,0.214,0.162,0.7043478260869566,3.2913449817147504,1.0,0.11278,2.6585294117647065,0.9041205707872375,0.5744680851063829,0.6238521960393849,0.7306785859406746
"frozenset({'test preparation course_none', 'reading_cat_χαμηλό'})","frozenset({'writing_cat_χαμηλό', 'math_cat_χαμηλό'})",0.214,0.23,0.162,0.7570093457943926,3.2913449817147504,1.0,0.11278,3.168846153846155,0.8857160807966576,0.5744680851063829,0.6844277218108995,0.7306785859406746
"frozenset({'math_cat_χαμηλό', 'gender_male', 'test preparation course_none'})",frozenset({'writing_cat_χαμηλό'}),0.099,0.301,0.098,0.98989898989899,3.288700963119568,1.0,0.06820100000000001,69.20100000000032,0.7723957507531316,0.3245033112582781,0.9855493417725176,0.6577401926239136
frozenset({'writing_cat_χαμηλό'}),"frozenset({'math_cat_χαμηλό', 'gender_male', 'test preparation course_none'})",0.301,0.099,0.098,0.32558139534883723,3.288700963119568,1.0,0.06820100000000001,1.3359655172413794,0.995605967708972,0.3245033112582781,0.25147768629171724,0.6577401926239136
"frozenset({'writing_cat_υψηλό', 'gender_female', 'reading_cat_υψηλό', 'lunch_standard'})",frozenset({'math_cat_υψηλό'}),0.102,0.176,0.059,0.5784313725490197,3.2865418894830665,1.0,0.041048,1.954604651162791,0.7747536899324299,0.26940639269406397,0.48838758804492677,0.4568293226381462
frozenset({'math_cat_υψηλό'}),"frozenset({'writing_cat_υψηλό', 'gender_female', 'reading_cat_υψηλό', 'lunch_standard'})",0.176,0.102,0.059,0.3352272727272727,3.286541889483066,1.0,0.041048,1.350837606837607,0.8443310844166529,0.26940639269406397,0.25971856651143954,0.4568293226381462
"frozenset({'math_cat_χαμηλό', 'lunch_free/reduced', 'test preparation course_none', 'reading_cat_χαμηλό'})",frozenset({'writing_cat_χαμηλό'}),0.09,0.301,0.089,0.9888888888888889,3.2853451458102625,1.0,0.06190999999999999,62.91000000000023,0.7644153599209779,0.29470198675496684,0.9841042759497696,0.6422849760059063
